City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
110,Waddan,LY,29.1614,16.139,78.94,42,22,8.39
111,Kaeo,NZ,-35.1,173.7833,49.32,92,1,5.1
112,Yakeshi,CN,49.2833,120.7333,28.76,71,84,6.64
113,Souillac,MU,-20.5167,57.5167,77.38,69,40,12.66
114,Usak,TR,38.5,29.4167,58.21,66,100,13.31
115,Malanje,AO,-9.5402,16.341,84.74,41,77,5.75
116,Yulara,AU,-25.2406,130.9889,82.24,28,5,3.44
117,Shimoda,JP,34.6667,138.95,67.1,78,69,7.72
118,Hobart,AU,-42.8794,147.3294,50.05,64,40,8.05
119,Sao Filipe,CV,14.8961,-24.4956,77.47,71,29,6.67
120,Port Blair,IN,11.6667,92.75,82.69,72,97,5.73
121,Uirauna,BR,-6.5183,-38.4122,80.4,47,19,11.27
122,Ixtapa,MX,20.7,-105.2,80.22,94,0,0.0
123,Touros,BR,-5.1989,-35.4608,82.51,65,6,18.07
124,Cape Town,ZA,-33.9258,18.4232,82.35,46,83,3.53
125,Masuguru,TZ,-11.3667,38.4167,96.62,22,6,3.58
126,Cabo San Lucas,MX,22.8909,-109.9124,73.06,80,9,11.97
127,Okhotsk,RU,59.3833,143.3,28.72,52,16,9.01
128,Kholbon,RU,51.8833,116.25,34.54,40,4,3.69
129,Nargana,PA,9.4428,-78.5906,78.22,84,93,5.37
130,Kaitangata,NZ,-46.2817,169.8464,49.05,92,92,3.36
131,Heyang,CN,26.1011,107.473,64.78,63,71,7.58
132,Castro,BR,-24.7911,-50.0119,60.31,91,100,8.86
133,Faanui,PF,-16.4833,-151.75,78.15,71,42,16.62
134,Ahipara,NZ,-35.1667,173.1667,53.28,88,1,3.22
135,Barrow,US,71.2906,-156.7887,26.62,80,100,13.8
136,Mar Del Plata,AR,-38.0023,-57.5575,53.87,89,6,3.44
137,Elblag,PL,54.1522,19.4088,59.95,77,100,13.65
138,La Sarre,CA,48.8002,-79.1996,38.37,81,100,12.46
139,Atuona,PF,-9.8,-139.0333,75.85,76,18,12.77
140,Chuy,UY,-33.6971,-53.4616,58.01,99,100,4.34
141,Dzilam Gonzalez,MX,21.2833,-88.9333,73.67,98,34,3.94
142,Upernavik,GL,72.7868,-56.1549,30.85,89,100,11.48
143,Severnyy,RU,50.677,36.5532,51.84,50,0,8.95
144,Amga,RU,60.8953,131.9608,21.74,96,100,3.18
145,Airai,TL,-8.9266,125.4092,64.08,87,100,2.73
146,Kichera,RU,55.9375,110.0997,24.84,73,34,3.67
147,Asmara,ER,15.3333,38.9333,67.87,44,17,10.69
148,San Andres,CO,12.5847,-81.7006,82.42,83,40,11.5
149,Rodeo,US,38.033,-122.2669,63.52,83,100,9.22
150,Garowe,SO,8.4054,48.4845,86.56,44,60,6.8
151,Vila Velha,BR,-20.3297,-40.2925,73.94,83,75,4.61
152,Longyearbyen,SJ,78.2186,15.6401,24.64,68,75,18.41
153,Poum,NC,-20.2333,164.0167,75.18,69,70,14.2
154,Rocca Priora,IT,41.7786,12.7482,71.87,58,20,3.44
155,Acajutla,SV,13.5928,-89.8275,78.91,80,89,6.58
156,Svetlogorsk,BY,52.6333,29.7333,53.6,47,6,13.85
157,Kailua,US,21.4022,-157.7394,77.14,87,29,15.26
158,Zeya,RU,53.75,127.2667,34.41,80,100,8.05
159,Urucara,BR,-2.5364,-57.76,76.01,91,100,2.46
160,Vila Praia De Ancora,PT,41.811,-8.8526,64.11,92,100,17.98
161,Boueni,YT,-12.9025,45.0761,75.18,68,6,5.17
162,Cockburn Town,TC,21.4612,-71.1419,81.27,75,96,7.29
163,Mahebourg,MU,-20.4081,57.7,77.25,69,100,9.95
164,Agbannawag,PH,15.6792,121.0833,75.15,92,100,2.19
165,Kallithea,GR,37.95,23.7,69.82,64,3,7.0
166,Jining,CN,35.405,116.5814,63.46,50,70,17.63
167,Bayan,CN,46.0833,127.4,42.22,42,44,9.78
168,Balad,IQ,34.0164,44.1453,100.49,8,24,11.83
169,Narbonne,FR,43.0833,2.8333,75.33,65,96,10.25
170,Buchanan,LR,5.8808,-10.0467,81.12,73,99,4.63
171,Mahanje,TZ,-9.9333,35.3333,90.82,18,17,5.88
172,Mozarlandia,BR,-14.7447,-50.5706,87.15,26,85,11.39
173,Mazagao,BR,-0.115,-51.2894,86.05,80,54,4.03
174,Dingle,PH,10.9995,122.6711,77.72,85,100,6.42
175,Amahai,ID,-3.3333,128.9167,79.66,85,62,2.3
176,Cairns,AU,-16.9167,145.7667,76.95,85,4,3.44
177,Mariental,NA,-24.6333,17.9667,87.19,19,55,10.65
178,Ndele,CF,8.4109,20.6473,87.26,54,99,3.06
179,Gaziantep,TR,37.0594,37.3825,73.33,41,0,6.91
180,Mosquera,CO,4.7059,-74.2302,46.49,93,20,6.91
181,Grindavik,IS,63.8424,-22.4338,37.87,70,40,35.68
182,Port Lincoln,AU,-34.7333,135.8667,55.87,77,29,11.14
183,Iqaluit,CA,63.7506,-68.5145,32.7,100,100,4.0
184,Kasangulu,CD,-4.5911,15.1708,85.3,59,91,3.74
185,Luwuk,ID,-0.9516,122.7875,80.04,88,77,3.85
186,Saint-Joseph,RE,-21.3667,55.6167,77.38,72,21,5.08
187,Severo-Kurilsk,RU,50.6789,156.125,41.18,73,7,7.74
188,Batemans Bay,AU,-35.7167,150.1833,54.41,93,100,6.51
189,Trairi,BR,-3.2778,-39.2689,84.29,50,4,14.14
190,Eregli,TR,37.5133,34.0467,60.1,66,100,1.28
191,Tuatapere,NZ,-46.1333,167.6833,49.03,84,81,5.99
192,Bengkulu,ID,-3.8004,102.2655,77.7,85,99,1.86
193,Almetyevsk,RU,54.9044,52.3154,46.2,61,26,9.86
194,Talnakh,RU,69.4865,88.3972,31.21,93,96,7.4
195,Birjand,IR,32.8663,59.2211,88.27,5,0,11.5
196,Atascocita,US,29.9988,-95.1766,74.98,96,40,4.61
197,Karratha,AU,-20.7377,116.8463,77.0,48,14,18.81
198,Kavieng,PG,-2.5744,150.7967,82.22,79,77,11.48
199,Luderitz,NA,-26.6481,15.1594,67.84,62,0,6.55
200,Port Elizabeth,ZA,-33.918,25.5701,75.09,90,20,18.41
201,Kenitra,MA,34.261,-6.5802,79.56,35,100,10.49
202,San Blas,MX,21.5167,-105.2667,77.52,87,99,4.88
203,Jumla,NP,29.2747,82.1838,60.51,69,5,5.14
204,Labuhan,ID,-6.8844,112.2051,82.98,74,92,5.75
205,Vardo,NO,70.3705,31.1107,48.18,87,100,14.97
206,Beringovskiy,RU,63.05,179.3167,25.41,79,100,17.4
207,Pisco,PE,-13.7,-76.2167,58.01,88,20,2.3
208,College,US,64.8569,-147.8028,32.2,80,100,4.61
209,Oda,JP,35.1833,132.5,65.53,80,40,2.08
210,Rio Tuba,PH,8.5061,117.4317,81.07,83,92,11.39
211,Shu,KZ,43.5983,73.7614,73.78,16,63,6.78
212,Dikson,RU,73.5069,80.5464,32.41,91,100,9.13
213,Namibe,AO,-15.1961,12.1522,75.51,72,65,12.48
214,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,37.0,68,58,9.82
215,Belaya Gora,RU,68.5333,146.4167,13.28,81,100,7.34
216,Alofi,NU,-19.0595,-169.9187,76.96,84,0,16.42
217,San Jeronimo,PE,-11.9472,-75.2829,51.58,68,97,1.32
218,Manhattan,US,40.7834,-73.9662,55.81,82,0,5.75
219,Nome,US,64.5011,-165.4064,28.47,69,100,14.97
220,Am Timan,TD,11.0297,20.2827,91.78,40,100,2.26
221,Cayenne,GF,4.9333,-52.3333,78.84,94,0,1.14
222,Siderno,IT,38.2779,16.302,74.34,57,3,4.83
223,Pacifica,US,37.6138,-122.4869,63.14,84,100,6.91
224,Coldwater,US,41.9403,-85.0005,43.23,75,100,3.44
225,Djibo,BF,14.1022,-1.6306,91.67,38,22,3.42
226,Ereymentau,KZ,51.6199,73.1033,55.0,39,52,10.49
227,Rocha,UY,-34.4833,-54.3333,55.65,96,100,13.53
228,Alta Floresta,BR,-9.8756,-56.0861,75.6,80,38,3.71
229,Fairbanks,US,64.8378,-147.7164,32.22,80,40,4.61
230,Fortuna,US,40.5982,-124.1573,55.92,90,100,0.0
231,Beyneu,KZ,45.3167,55.2,61.47,43,91,10.38
232,San Rafael,AR,-34.6177,-68.3301,59.72,31,14,2.35
233,Leningradskiy,RU,69.3833,178.4167,13.6,94,97,5.79
234,Necochea,AR,-38.5473,-58.7368,51.42,73,27,6.76
235,Ilulissat,GL,69.2167,-51.1,33.82,55,100,3.44
236,Kiunga,PG,-6.1219,141.2906,77.07,94,100,0.4
237,Mao,ES,39.8885,4.2658,75.76,73,40,10.36
238,Maragogi,BR,-9.0122,-35.2225,78.84,72,11,12.75
239,New Norfolk,AU,-42.7826,147.0587,49.71,53,57,10.0
240,Ancud,CL,-41.8697,-73.8203,46.83,89,94,1.48
241,Belmonte,BR,-15.8631,-38.8828,75.42,77,75,10.49
242,Nioro,GM,13.35,-15.75,80.11,76,95,2.84
243,Mujiayingzi,CN,42.1167,118.7833,41.72,20,0,13.78
244,Freeport,US,40.6576,-73.5832,56.17,86,0,4.61
245,Lakeway,US,30.3638,-97.9796,74.5,84,82,8.05
246,Alghero,IT,40.5589,8.3181,78.89,50,0,8.05
247,Ambilobe,MG,-13.2,49.05,84.42,43,68,5.77
248,Muhos,FI,64.808,25.9931,51.89,92,100,9.91
249,San Cristobal,VE,7.7669,-72.225,66.38,88,94,1.19
250,Komsomolskiy,UZ,40.4272,71.7189,79.52,17,35,2.3
251,Thanh Hoa,VN,19.8,105.7667,76.44,63,28,3.71
252,Asau,RO,46.4333,26.4,56.32,52,2,4.94
253,Hambantota,LK,6.1241,81.1185,84.54,79,40,13.8
254,Matagami,CA,49.7502,-77.6328,39.31,93,100,13.8
255,Prainha,BR,-1.8,-53.48,77.41,85,100,3.6
256,Abu Dhabi,AE,24.4667,54.3667,92.97,59,19,10.76
257,Mount Isa,AU,-20.7333,139.5,78.57,69,100,4.61
258,Kousseri,CM,12.0769,15.0306,97.2,17,100,14.63
259,Batsfjord,NO,70.6345,29.7185,48.13,87,75,13.8
260,Nanortalik,GL,60.1432,-45.2371,34.86,71,0,1.97
261,Salinopolis,BR,-0.6136,-47.3561,83.3,71,41,9.13
262,Aklavik,CA,68.2191,-135.0107,23.14,73,100,7.9
263,Baikunthpur,IN,23.25,82.55,79.27,73,62,3.49
264,Haines Junction,CA,60.7522,-137.5108,39.34,100,97,5.3
265,Bathsheba,BB,13.2167,-59.5167,83.01,83,20,2.3
266,Karhal,IN,27.0003,78.9414,85.96,44,0,1.77
267,Asmar,AF,35.0333,71.3581,79.23,26,0,5.3
268,Yabelo,ET,4.8833,38.0833,74.26,41,79,12.68
269,La Macarena,CO,2.1837,-73.7849,70.16,99,100,2.37
270,Moranbah,AU,-22.0016,148.0466,73.44,77,60,14.2
271,Palera,IN,25.0167,79.2333,83.32,50,6,1.61
272,Pangody,RU,65.85,74.4859,36.97,87,100,4.12
273,Kieta,PG,-6.2167,155.6333,80.31,78,96,2.28
274,Dali,CN,25.7,100.1833,60.12,84,93,4.81
275,Tanabe,JP,33.7333,135.3667,69.19,86,56,5.46
276,Baykit,RU,61.67,96.37,30.74,80,87,2.55
277,Valparaiso,CL,-33.0393,-71.6273,57.0,93,100,2.3
278,Gizo,SB,-8.103,156.8419,82.63,73,77,5.79
279,Tomatlan,MX,19.9333,-105.25,76.06,93,100,2.3
280,Hirado,JP,33.3597,129.5531,71.38,79,100,0.72
281,Mahibadhoo,MV,3.7833,72.9667,80.33,80,97,19.62
282,Samarai,PG,-10.6167,150.6667,81.03,83,89,11.86
283,Nocupetaro,MX,19.05,-101.15,68.38,89,40,3.6
284,Shenjiamen,CN,29.9576,122.298,67.21,87,100,17.81
285,Morant Bay,JM,17.8815,-76.4093,74.71,82,53,4.34
286,Vila Franca Do Campo,PT,37.7167,-25.4333,66.61,56,57,12.59
287,Ridgecrest,US,35.6225,-117.6709,63.64,67,0,8.05
288,Woodstock,CA,43.1334,-80.7497,43.66,79,44,6.78
289,Powell River,CA,49.8496,-124.5361,57.07,64,11,2.28
290,Hamilton,US,39.1834,-84.5333,49.05,76,75,4.61
291,Melo,UY,-32.3667,-54.1833,56.55,98,98,6.31
292,Gardez,AF,33.5974,69.2259,66.04,11,1,5.35
293,Mizdah,LY,31.4451,12.9801,78.58,34,87,6.73
294,Mocuba,MZ,-16.8392,36.9856,98.55,15,0,7.0
295,Tecoanapa,MX,16.5167,-98.75,76.95,89,69,2.55
296,La Union,PE,-5.4,-80.75,61.92,80,100,9.22
297,Fort Nelson,CA,58.8053,-122.7002,27.7,67,68,1.41
298,Turan,VN,16.0678,108.2208,80.58,69,40,9.22
299,Batagay-Alyta,RU,67.8006,130.4114,13.98,82,99,6.67
300,Sabha,LY,27.0377,14.4283,80.02,37,37,10.0
301,Cowra,AU,-33.8333,148.6833,46.87,87,60,2.66
302,Oyama,JP,36.3,139.8,73.58,70,100,4.72
303,Niquelandia,BR,-14.4739,-48.4597,80.85,36,28,14.25
304,Saint-Pierre,RE,-21.3393,55.4781,78.48,53,100,10.36
305,Korem,ET,12.5058,39.5228,66.0,41,1,9.26
306,Sisimiut,GL,66.9395,-53.6735,37.54,58,100,11.34
307,Saint George,US,37.1041,-113.5841,64.26,55,0,8.05
308,Lumut,MY,4.2323,100.6298,80.35,76,99,3.67
309,Broken Hill,AU,-31.95,141.4333,65.28,43,41,9.75
310,Isangel,VU,-19.55,169.2667,71.22,70,10,5.66
311,Vieux-Habitants,GP,16.0589,-61.7659,83.71,78,2,6.06
312,Karasjok,NO,69.4719,25.5112,42.8,88,96,15.21
313,Tazovskiy,RU,67.4667,78.7,33.48,87,96,6.62
314,Neiafu,TO,-18.65,-173.9833,78.17,81,28,12.37
315,Baie-Comeau,CA,49.2168,-68.1489,46.08,100,100,9.22
316,Yichang,CN,30.7144,111.2847,72.39,36,8,4.52
317,Rebrikha,RU,53.0733,82.3408,55.96,32,73,7.31
318,Lebu,CL,-37.6167,-73.65,51.42,86,91,15.03
319,Yining,CN,29.0361,114.5636,66.27,51,0,3.47
320,Clyde River,CA,70.4692,-68.5914,33.28,81,93,9.66
321,Shaowu,CN,27.3409,117.4831,75.0,62,95,3.15
322,Meadow Lake,US,34.8014,-106.5436,53.2,81,34,14.38
323,Rawson,AR,-43.3002,-65.1023,49.01,82,75,15.41
324,Ongandjera,NA,-17.8833,15.0667,86.5,26,78,1.86
325,Neuquen,AR,-38.9516,-68.0591,55.29,58,0,5.75
326,Oxbow,CA,49.2333,-102.1676,28.72,57,95,8.16
327,Ostrovnoy,RU,68.0531,39.5131,46.36,85,99,20.54
328,Kralendijk,BQ,12.15,-68.2667,80.58,83,0,10.36
329,Narsaq,GL,60.9167,-46.05,32.22,68,1,7.14
330,El Jicaro,GT,14.9167,-89.9,72.57,98,93,2.13
331,Chimoio,MZ,-19.1164,33.4833,88.68,27,75,8.81
332,Hami,CN,42.8,93.45,62.01,19,99,2.68
333,Chontalpa,MX,17.7,-93.5167,73.83,97,100,2.57
334,Homer,US,59.6425,-151.5483,45.03,86,75,8.01
335,Moussoro,TD,13.6408,16.4901,97.61,11,53,12.95
336,Wajima,JP,37.4,136.9,66.63,84,13,3.91
337,Shenzhen,CN,22.5455,114.0683,88.99,58,100,10.36
338,Camacha,PT,33.0833,-16.3333,69.22,73,20,10.36
339,Lang Son,VN,21.8333,106.7333,72.79,60,91,5.93
340,Vostok,RU,46.4856,135.8833,39.51,92,94,4.45
341,Bethel,US,41.3712,-73.414,49.95,87,100,3.44
342,East Wenatchee Bench,US,47.4257,-120.2812,57.31,64,0,5.75
343,Nelson Bay,AU,-32.7167,152.15,66.99,85,98,8.01
344,Asyut,EG,27.181,31.1837,89.15,24,0,12.48
345,Buraydah,SA,26.326,43.975,94.84,8,0,4.27
346,Lyubinskiy,RU,55.1542,72.6925,53.28,52,53,5.73
347,Dudinka,RU,69.4058,86.1778,31.62,87,87,11.3
348,Bansi,IN,27.1833,82.9333,81.66,54,0,5.44
349,Tasiilaq,GL,65.6145,-37.6368,26.76,58,6,5.88
350,Ratnagiri,IN,16.9833,73.3,84.7,75,84,4.52
351,Sanlucar De Barrameda,ES,36.7781,-6.3515,77.11,50,0,9.22
352,Mareeba,AU,-17.0,145.4333,72.32,87,4,4.21
353,Marratxi,ES,39.6421,2.7539,82.72,63,20,5.01
354,Bahia Honda,CU,22.9036,-83.1592,75.6,90,2,4.07
355,Kanlagay,PH,5.8757,121.2915,82.31,78,61,2.73
356,Lima,PE,-12.0432,-77.0282,58.89,87,100,9.22
357,Kamaishi,JP,39.2667,141.8833,59.07,88,99,7.31
358,The Valley,AI,18.217,-63.0578,83.1,94,20,4.61
359,Hobyo,SO,5.3505,48.5268,82.47,69,37,15.64
360,Baherden,TM,38.4362,57.4316,81.32,26,99,4.14
361,Gayeri,BF,12.6497,0.4931,90.14,44,60,4.23
362,Puerto Ayacucho,VE,5.6639,-67.6236,73.89,95,98,2.53
363,Tiksi,RU,71.6872,128.8694,24.94,86,100,16.08
364,Zhanaozen,KZ,43.3,52.8,66.16,40,98,15.48
365,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,82,20,5.01
366,Lavrentiya,RU,65.5833,-171.0,29.82,77,100,19.57
367,Plettenberg Bay,ZA,-34.0527,23.3716,73.08,66,100,8.7
368,Kosh-Agach,RU,50.0,88.6667,40.75,31,72,0.51
369,Saravan,AM,39.7196,45.6483,66.85,31,71,12.64
370,Qianan,CN,44.9932,124.0581,44.04,40,57,12.1
371,Berlevag,NO,70.8578,29.0864,48.2,76,75,5.75
372,Makaryev,RU,57.8797,43.8069,50.61,62,83,9.26
373,Marawi,PH,7.9986,124.2928,71.46,90,98,2.48
374,Harper,LR,4.375,-7.7169,80.19,74,81,7.49
375,Naze,JP,28.3667,129.4833,76.35,87,100,6.08
376,Along,IN,28.1667,94.7667,75.4,75,1,0.36
377,Apac,UG,1.9756,32.5386,86.52,40,90,4.74
378,Samdrup Jongkhar,BT,26.9167,91.6167,70.14,86,5,0.56
379,Qasigiannguit,GL,68.8193,-51.1922,34.05,74,100,4.05
380,Shagonar,RU,51.5333,92.8,40.12,38,35,1.57
381,Kamiiso,JP,41.8167,140.65,58.62,89,100,1.9
382,Hasaki,JP,35.7333,140.8333,66.22,67,56,5.28
383,Corinto,GR,37.9407,22.9573,70.9,53,27,14.99
384,Trincomalee,LK,8.5711,81.2335,84.06,68,93,1.25
385,Bagdarin,RU,54.4333,113.6,23.77,62,15,4.92
386,Halifax,CA,44.6453,-63.5724,60.69,97,100,3.0
387,Boende,CD,-0.2167,20.8667,88.61,48,100,0.58
388,Nuuk,GL,64.1835,-51.7216,38.01,56,20,6.91
389,Roald,NO,62.5833,6.1333,54.52,54,0,11.5
390,Eresos,GR,39.1667,25.9333,66.88,62,30,25.05
391,Darab,IR,28.7519,54.5444,87.42,14,0,7.85
392,Napasar,IN,27.9667,73.55,93.97,10,0,7.31
393,Aviles,ES,43.5547,-5.9248,78.37,71,0,6.91
394,Awjilah,LY,29.1081,21.2869,79.43,40,2,10.04
395,Taoudenni,ML,22.6783,-3.9836,98.98,8,91,12.48
396,Katsuura,JP,35.1333,140.3,70.93,74,82,6.33
397,Padang,ID,-0.9492,100.3543,78.85,91,100,5.28
398,Mende,FR,44.6667,3.5,60.22,68,65,10.76
399,Thompson,CA,55.7435,-97.8558,18.54,91,5,9.08
400,Tsabong,BW,-26.0217,22.401,87.21,21,100,10.29
401,Ubatuba,BR,-23.4339,-45.0711,72.46,82,100,5.73
402,Verkhniy Baskunchak,RU,48.2256,46.7217,52.93,35,28,8.05
403,Bhuj,IN,23.2667,69.6667,94.06,18,59,6.98
404,Abalak,RU,58.1286,68.5944,44.53,84,100,3.42
405,Merauke,ID,-8.4667,140.3333,81.28,87,100,11.39
406,Kaitong,CN,44.8135,123.15,44.2,39,61,13.87
407,Acarau,BR,-2.8856,-40.12,83.43,60,36,15.19
408,Manono,CD,-7.3,27.4167,89.96,40,87,7.58
409,Porbandar,IN,21.6422,69.6093,90.84,37,24,4.88
410,Saint-Francois,FR,46.4154,3.9054,75.67,64,0,2.3
411,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,72,88,7.67
